,keyword,view,menu,checkout,order
2847,saus mangga,19228,4884,2215,206
2848,sambal manis mangga,34907,6185,2336,175
2849,mango dip,1475,567,391,29
2850,mango sauce,31202,7812,2288,133
2851,chutney buah,34598,13722,4757,338
2852,chutney manis,38695,15173,8443,782
2853,pancit bihon with shrimp,40179,11448,5388,265
2854,pancit bihon udang,15319,3395,1862,127
2855,mie bihon udang,31950,10078,6826,535
2856,bihon shrimp,35600,12316,7332,330
2857,filipino shrimp noodles,46672,9654,4243,394
2858,pancit udang,30909,5693,3003,137
2859,pancit goreng udang,34861,13909,9136,512
2860,pancit seafood,38529,13063,7108,272
2861,bihon mie,45041,17677,12103,667
2862,pepperoni pizza slice,48849,17101,6308,375
2863,pepperoni pizza,6127,1015,331,19
2864,pizza daging,39290,10255,3257,134
2865,pizza slice,45425,17019,7364,539
2866,pepperoni slice,27695,8175,4011,244
2867,slice pizza daging,36562,11724,8093,277
2868,pizza topping pepperoni,30391,10872,5029,430
2869,pizza potong pepperoni,32708,9833,6806,293
2870,root beer float,18868,6429,4193,186
2871,minuman root beer,31716,5197,2918,216
2872,root beer dan es krim,25100,10024,3460,130
2873,float soda,31153,8886,6022,280
2874,soda ice cream float,43978,8000,3962,215
2875,rootbeer float,47379,12255,5203,409
2876,root beer dessert,24356,6545,3421,162
2877,soda vanilla float,11705,3813,1704,77
2878,spicy shrimp tacos,41914,7752,4295,299
2879,shrimp taco pedas,37825,8333,5025,224
2880,taco udang pedas,27255,6597,4067,381
2881,spicy taco udang,45150,8855,4073,144
2882,hot shrimp taco,2198,341,197,13
2883,taco seafood pedas,12306,3033,1878,131
2884,taco udang,2764,512,269,12
2885,shrimp tacos,6804,1240,441,16
2886,udang pedas wrap,42707,11535,7936,349
2887,vegetable korma,20834,4271,1792,163
2888,kari sayur,23532,8204,5612,335
2889,veggie korma,32675,7778,3742,359
2890,korma vegetarian,44563,13049,4425,230
2891,kari india sayur,24118,5836,3501,191
2892,vegetable curry,28331,9613,5572,410
2893,korma nabati,4791,1498,640,51
2894,korma sayuran,28487,5290,2933,223
2895,kari creamy,42637,8249,3279,236
2896,vietnamese pho with beef,38785,14906,5971,414
2897,pho bo,37942,12152,3722,150
2898,pho daging,33607,8571,3532,191
2899,beef pho,9932,3037,1110,51
2900,sup pho vietnam,32875,12480,8328,721
2901,pho sapi,47774,15468,6387,530
2902,pho vietnamese beef,19564,5728,1724,143
2903,beef noodle soup,36178,13081,6267,488
2904,pho vietnam klasik,33289,11801,5570,549
2905,strawberry protein smoothie,16038,5841,3878,360
2906,smoothie stroberi protein,31155,6642,2503,223
2907,protein shake strawberry,21965,4128,2467,194
2908,stroberi smoothie,24682,5399,1446,84
2909,minuman sehat stroberi,30230,10322,5929,532
2910,protein drink,17049,2860,1001,65
2911,strawberry shake,32556,8242,4594,258
2912,smoothie buah protein,37050,9267,5494,544
2913,healthy berry smoothie,46974,10675,3188,251
2914,spicy wontons in chili oil,30179,7116,3400,116
2915,wonton pedas,48188,18621,9100,688
2916,chili oil dumplings,49986,13983,5020,239
2917,wonton spicy sauce,24723,6552,3042,237
2918,wonton chili,28942,11494,3509,214
2919,dumpling chili oil,6969,1422,847,46
2920,wonton sambal,30896,12280,8317,588
2921,spicy chinese dumplings,47184,8602,3447,154
2922,wonton saus pedas,6185,1142,591,25
2923,seasoned curly fries,4590,958,336,17
2924,curly fries,38078,12628,4861,480
2925,kentang curly,23730,5373,3340,169
2926,fries spiral,35517,9782,2662,191
2927,kentang goreng bumbu,29151,8917,4548,199
2928,spiral fries,32940,8027,3884,291
2929,bumbu kentang goreng,17052,3583,2233,137
2930,wavy fries,6753,2596,1093,57
2931,kentang renyah spiral,29958,8374,4607,441
2932,greek salad with feta,41222,6212,3802,286
2933,greek salad,15678,3261,1955,74
2934,salad feta,11916,2355,1032,46
2935,salad yunani,8695,1617,1044,99
2936,salad mediterranean,22336,7692,4320,282
2937,salad keju feta,25786,7961,3822,290
2938,feta veggie salad,34525,8489,5924,530
2939,gỏi hy lạp,32531,8464,4272,311
2940,salad fresh feta,12199,2905,893,76
2941,granola yogurt parfait,32345,8345,3987,231
2942,parfait granola yogurt,13888,4371,1535,107
2943,yogurt dengan granola,8890,1864,1071,63
2944,granola bowl,25144,9675,4225,165
2945,breakfast parfait,16709,5319,1683,61
2946,healthy yogurt bowl,43868,16992,4462,319
2947,granola fruit yogurt,2606,653,218,14
2948,greek yogurt granola,17364,3066,1733,94
2949,yogurt topping granola,6574,2410,1412,88
2950,freshly brewed coffee,23743,7552,2889,257
2951,kopi seduh,37150,10529,2634,121
2952,hot coffee,27004,8302,2747,259
2953,brewed coffee,10750,4045,1872,158
2954,kopi panas,21732,5371,2879,113
2955,kopi segar,43551,11850,4614,343
2956,fresh coffee cup,8415,2387,988,34
2957,black coffee,31395,10070,4210,220
2958,kopi klasik,36509,6787,3328,314
2959,chicken karaage ramen,45411,15131,9116,450
2960,ramen ayam goreng,21102,5348,3477,179
2961,ramen karaage,24123,9487,4183,379
2962,ayam goreng jepang ramen,22511,7824,2685,153
2963,karaage noodle bowl,12349,2189,720,63
2964,mie ramen ayam,49085,17959,9471,561
2965,chicken fried ramen,18035,4715,1691,146
2966,ramen ayam jepang,32995,8951,4251,193
2967,ramen ayam crispy,48453,8013,4990,182
2968,cappuccino,6690,1427,596,44
2969,hot cappuccino,4403,996,359,14
2970,coffee foam,23884,3966,2139,196
2971,kopi cappuccino,15249,5877,2526,125
2972,cappuccino klasik,22910,6056,1979,87
2973,espresso milk foam,29613,8364,3290,121
2974,coffee capp,11261,1979,1011,97
2975,cappuccino cup,7522,2620,948,50
2976,beef ramen bowl,5959,1469,691,32
2977,ramen sapi,28449,9239,2822,144
2978,mie ramen daging,28185,6408,1666,138
2979,beef noodle bowl,48752,12851,8554,719
2980,ramen daging,35489,13961,4594,449
2981,mie sapi ramen,32451,10177,4547,213
2982,ramen beef bowl,25811,8626,2378,154
2983,beef japanese noodle,10652,2281,1085,98
2984,sup mie sapi,16071,3914,2146,173
2985,baba ghanoush with pita,43948,14249,7820,326
2986,baba ghanoush,24384,7701,4333,293
2987,eggplant dip,30611,9850,5458,423
2988,baba pita,36206,7467,2501,206
2989,arabic dip,26761,7868,2157,121
2990,baba ganoush,14154,4140,1538,86
2991,terong tumbuk,22937,7832,2524,137
2992,bánh mì kèm baba,35124,9016,5167,220
2993,roasted eggplant spread,16418,2700,1096,79
2994,baba classic dip,5223,1805,1045,43
2995,tuna melt,914,185,106,4
2996,sandwich tuna,14910,5332,3431,239
2997,tuna cheese melt,29606,10328,5275,287
2998,grilled tuna sandwich,40241,8078,4074,388
2999,roti isi tuna keju,21847,6366,2571,181
3000,hot tuna melt,25305,6133,1596,55
3001,bánh mì cá ngừ phô mai,30115,6913,4720,278
3002,tuna toastie,36002,9771,6239,440
3003,thai fish cakes,49431,9852,3301,268
3004,fish cake thai,31961,5857,2558,105
3005,fish patty,11634,2003,1041,56
3006,kue ikan thailand,47687,15701,7864,457
3007,tod mun pla,25294,9349,5335,352
3008,thai seafood cake,27781,6913,3849,373
3009,bánh cá thái,31254,7191,2571,234
3010,fish fritters,16087,2429,1475,146
3011,ikan goreng thai,29120,10228,5397,428
3012,seaweed salad,25183,9913,2614,196
3013,salad rumput laut,43619,8901,3752,357
3014,seaweed bowl,47336,13650,4099,267
3015,salad wakame,15561,4386,3001,194
3016,japanese seaweed salad,26480,4910,1417,100
3017,salad laut,18476,3583,2216,80
3018,gỏi rong biển,36944,11478,6891,477
3019,seaweed appetizer,41363,10628,3633,253
3020,seafood paella,18044,6826,3883,270
3021,paella seafood,8967,3288,2243,141
3022,nasi paella laut,30047,8484,4233,318
3023,paella mix seafood,37914,8588,4646,409
3024,spanish seafood rice,42222,8165,3626,352
3025,paella udang,46366,9402,3408,159
3026,cơm hải sản tây ban nha,34594,7620,2301,140
3027,paella klasik,1600,454,257,16
3028,pad thai with chicken,36823,12859,8103,801
3029,pad thai ayam,21987,8772,5167,413
3030,chicken pad thai,812,237,155,10
3031,padthai with meat,44546,8687,2512,235
3032,mie pad thai ayam,49802,13370,8310,750
3033,thai noodle chicken,36152,10147,5835,536
3034,phở xào kiểu Thái gà,43198,7834,2992,236
3035,pad thai goreng ayam,6910,1825,1099,48
3036,olive mix,12425,3347,905,54
3037,campuran zaitun,37878,14552,7041,306
3038,mixed olives,46336,18485,8498,615
3039,olive snack,25093,9084,3750,348
3040,salad olive,7234,2867,726,53
3041,zaitun mix,32641,11103,5212,213
3042,snack zaitun,19847,6588,3785,135
3043,mixed olive bowl,29441,5747,3484,174
3044,assorted olives,9591,3303,2119,166
3045,new york style dog,35747,10926,4752,211
3046,new york hotdog,1100,225,89,4
3047,hotdog ny,35705,8857,3439,124
3048,sosis gaya new york,7751,2415,1007,40
3049,hot dog classic,41236,11827,4913,344
3050,nyc street dog,21216,3909,2126,102
3051,hotdog original,45763,12726,5015,403
3052,bánh xúc xích kiểu Mỹ,13913,2143,825,78
3053,grilled veggie panini,2098,430,293,23
3054,panini sayur bakar,31752,5123,2305,110
3055,veggie panini,12079,2312,1195,75
3056,grilled vegetable sandwich,42751,11918,5043,427
3057,sandwich sayur,30622,7732,2308,134
3058,bánh mì nướng rau củ,49719,9990,5526,285
3059,grilled panini veggie,49570,18570,7678,676
3060,roasted veggie panini,35310,10375,4662,430
3061,chorizo & egg breakfast taco,20629,7740,5359,513
3062,chorizo taco,30290,8881,5206,483
3063,egg taco,37255,8168,3990,222
3064,taco sarapan,5792,1404,643,46
3065,breakfast wrap,39348,10606,5459,388
3066,taco isi chorizo,45870,14476,4337,192
3067,spicy breakfast taco,2493,855,577,37
3068,taco chorizo telur,29607,9082,5675,548
3069,chorizo egg wrap,36755,11177,5787,542
3070,buttermilk pancakes,38165,11757,7065,500
3071,pancake buttermilk,6904,2506,1705,108
3072,fluffy pancakes,30028,9620,2651,145
3073,pancake lembut,38051,11629,7041,672
3074,buttermilk breakfast,43596,13378,6374,477
3075,pancake klasik,27713,4296,2545,231
3076,bánh kếp bơ sữa,38393,10553,3545,126
3077,sweet breakfast pancake,35521,12510,3607,165
3078,4-piece chicken meal,23073,7542,3002,290
3079,4pcs ayam,39577,15194,6097,256
3080,ayam goreng 4 potong,33321,7534,4497,251
3081,chicken box meal,38178,12300,5992,237
3082,ayam 4 pcs,44624,11666,4028,202
3083,fried chicken combo,28306,9967,6556,484
3084,4pc chicken set,21711,4342,2308,230
3085,makanan ayam lengkap,20259,5118,3423,324
3086,avocado kale salad,45879,9943,5199,314
3087,salad alpukat kale,32234,7027,2563,196
3088,salad sehat,48906,11369,3888,136
3089,avocado salad,45142,14821,8207,674
3090,kale salad,31284,7758,5135,301
3091,green bowl,2729,538,349,16
3092,salad sayuran hijau,34449,8761,2667,169
3093,gỏi bơ cải xoăn,7752,1868,1010,35
3094,vegan salad bowl,13534,4992,2865,143
3095,classic buffalo wings (6 pcs),29751,11665,3682,213
3096,buffalo wings,38156,9121,2854,172
3097,sayap pedas,19635,3280,1064,92
3098,hot wings,17536,4436,2303,138
3099,wings 6 pcs,25973,9562,6117,522
3100,buffalo chicken wings,42809,7981,2800,188
3101,wings klasik,24927,6369,4222,302
3102,spicy chicken wings,30401,9942,6901,627
3103,ayam goreng buffalo,27677,6652,2788,116
3104,filet mignon,23144,6538,3511,262
3105,steak filet,18167,5927,2618,161
3106,tenderloin steak,46677,14768,6068,551
3107,daging sapi premium,26675,5823,3524,131
3108,filet sapi,46612,12582,3637,132
3109,grilled filet,21004,3738,1547,71
3110,bít tết thăn nội,21879,8424,2567,244
3111,steak mewah,28741,6850,2033,125
3112,filet steak,41983,10734,4200,376
3113,green tea,43662,12471,8012,494
3114,teh hijau,48119,11579,7930,733
3115,iced green tea,29651,4853,3248,192
3116,hot green tea,26267,7011,4385,346
3117,matcha tea,46273,7904,4753,393
3118,teh dingin hijau,33952,7400,4231,373
3119,trà xanh,32210,6553,3174,245
3120,teh hijau klasik,5716,901,596,22
3121,green tea cup,31778,6136,1874,140
3122,pork & chive dumplings (6),37988,12630,4014,268
3123,dumpling babi daun kucai,19219,2964,1335,106
3124,pork chive dumplings,8513,1708,994,89
3125,pangsit babi kucai,2509,786,339,19
3126,dumpling 6 pcs,19934,5503,1396,93
3127,dumpling isi babi,40298,14696,8370,559
3128,bánh há cảo heo hẹ,24362,6302,1876,157
3129,dumpling goreng babi,23394,5812,3054,158
3130,seafood laksa noodles,22017,8051,2229,83
3131,laksa seafood,4461,683,435,26
3132,laksa mie,22150,5444,2829,96
3133,spicy laksa,11904,4147,1682,160
3134,mie kari seafood,27453,8020,4517,233
3135,laksa udang,37925,11101,4478,297
3136,seafood noodle soup,36728,11179,5273,415
3137,mie kuah laksa,48478,15649,8247,525
3138,seaweed salad,44834,17197,10523,675
3139,salad rumput laut,10636,2391,1146,91
3140,seaweed bowl,39243,6190,3689,251
3141,salad wakame,47178,11604,6983,563
3142,japanese seaweed,16358,5194,1520,120
3143,gỏi rong biển,9663,2522,650,26
3144,salad laut,18996,4771,3078,307
3145,wakame appetizer,41826,15079,6134,498
3146,sesame tofu bowl,30296,8863,3561,169
3147,tofu wijen,46618,8417,5327,514
3148,tofu rice bowl,43622,12098,6872,412
3149,mangkuk tofu,15504,3401,1136,59
3150,sesame tofu rice,35716,7540,4551,282
3151,tofu vegetarian bowl,44906,17308,7847,389
3152,tofu salad bowl,25050,7458,2774,183
3153,tofu grain bowl,44114,12983,4963,471
3154,shawarma fries,21940,8049,2158,132
3155,kentang goreng shawarma,36631,12229,8154,559
3156,fries topping shawarma,9653,2787,1375,65
3157,shawarma loaded fries,32333,8416,5330,329
3158,shawarma snack,28902,4559,2313,228
3159,fries daging shawarma,40943,14200,8802,394
3160,shawarma kentang,2137,692,313,13
3161,loaded meat fries,5147,1142,402,31
3162,tofu poke bowl,35706,12711,6755,571
3163,poke tofu,31175,6445,1624,71
3164,mangkuk poke tofu,28014,9782,2979,161
3165,vegan poke,16857,4216,2324,166
3166,tofu rice bowl,19087,5314,2293,192
3167,tofu salad bowl,19287,7524,3280,159
3168,poke vegetarian,33077,10064,4108,166
3169,tofu bowl,42533,9261,6169,320
3170,sparkling water,29947,6893,3947,289
3171,air soda,39604,9771,2930,276
3172,air berkarbonasi,29054,11110,6090,309
3173,sparkling drink,29835,5485,3040,193
3174,soda water,13218,4296,1581,101
3175,minuman sparkling,13725,3485,2063,170
3176,nước có ga,21964,4405,2303,104
3177,soda plain,35215,9214,2884,150
3178,smoked turkey leg,30502,4886,2867,236
3179,paha kalkun asap,38397,8575,2264,116
3180,turkey leg,37723,13575,7196,719
3181,smoked leg turkey,37410,7518,4529,340
3182,daging kalkun asap,17149,6002,2009,84
3183,drumstick kalkun,15674,3301,2146,146
3184,smoked poultry leg,38455,11730,7510,491
3185,kalkun panggang,33175,6843,3375,226
3186,paneer tikka masala,7434,1313,690,38
3187,kari paneer,24519,5371,2846,242
3188,paneer masala,7942,1427,784,28
3189,paneer curry,26643,5924,1578,137
3190,indian cheese curry,30710,5265,2890,143
3191,paneer pedas,43553,16633,5843,488
3192,paneer tikka,45437,10213,6952,373
3193,masala keju,39058,13119,4012,359
3194,horchata,9454,2973,1388,72
3195,susu horchata,15769,3316,1222,114
3196,cinnamon rice drink,25154,8513,3973,306
3197,horchata klasik,1294,485,250,10
3198,minuman manis kayu manis,33423,6996,2224,209
3199,horchata dingin,26273,5926,3124,267
3200,horchata milk,5782,1480,385,34
3201,agua de horchata,27441,10161,2971,144
3202,gyoza (5 pcs),33793,9925,4488,308
3203,gyoza ayam,49437,13153,4021,237
3204,dumpling gyoza,35353,9228,3657,318
3205,pangsit jepang,49604,8154,5376,531
3206,gyoza goreng,26028,4370,1889,153
3207,gyoza 5pcs,39766,8218,3061,145
3208,gyoza isi daging,37035,11437,5815,527
3209,japanese dumpling,12136,4633,1184,46
3210,grilled chicken rice bowl,39105,9157,4984,370
3211,chicken rice bowl,2786,512,173,9
3212,mangkuk ayam panggang,5386,2125,1315,124
3213,ayam grilled rice,35987,8652,4157,351
3214,rice bowl ayam,47735,14248,4728,292
3215,ayam panggang dengan nasi,5465,845,506,40
3216,grilled chicken bowl,47016,14065,4027,145
3217,rice chicken grill,39040,7588,4307,429
3218,garlic sauce,17170,5149,2444,168
3219,saus bawang putih,31429,11925,6542,401
3220,garlic dip,7717,1196,428,14
3221,sambal garlic,2492,735,314,11
3222,garlic mayo,38049,6040,2206,146
3223,saus putih bawang,42809,12140,4963,231
3224,garlic aioli,12173,2249,637,47
3225,garlic condiment,7011,2609,684,26
3226,basmati rice,48282,12120,4924,220
3227,nasi basmati,15700,5451,1486,111
3228,aromatic rice,1182,195,101,6
3229,beras india,48194,12872,5333,205
3230,indian rice,7361,1571,508,30
3231,steamed basmati,35865,9791,2511,121
3232,basmati plain,32482,6386,3231,220
3233,nasi wangi,27689,6804,3100,224
3234,acai bowl,14844,4730,2938,206
3235,smoothie acai,16244,3181,1573,93
3236,acai fruit bowl,15305,2438,1435,108
3237,mangkuk buah acai,5991,1571,1036,75
3238,acai blend,49771,9624,4103,219
3239,acai mix bowl,37968,7689,2279,113
3240,healthy berry bowl,16705,6329,2055,166
3241,acai granola bowl,2952,1149,413,38
3242,tofu poke bowl,39881,6097,3404,193
3243,poke tofu,24325,8242,2612,247
3244,tofu rice bowl,4690,1546,461,34
3245,vegan poke,35145,9023,4571,391
3246,tofu salad bowl,13547,4329,1770,100
3247,tofu grain bowl,19905,3284,1678,58
3248,tofu bowl,6929,2409,901,81
3249,mangkuk tofu,6853,1336,821,46
3250,sparkling water,27321,5129,3385,279
3251,air soda,16419,4539,2295,186
3252,soda water,39316,11442,5976,240
3253,carbonated water,25255,5790,2712,171
3254,sparkling drink,49975,12722,4404,353
3255,air berkarbonasi,14423,4899,2667,251
3256,water with gas,17207,3428,2168,187
3257,sparkling mineral,35269,11401,7563,645
3258,smoked turkey leg,21226,3880,2435,142
3259,turkey leg,8235,3011,814,53
3260,kalkun asap,15918,3310,957,93
3261,turkey drumstick,38492,6449,3034,159
3262,smoked drumstick,34510,5436,2906,219
3263,kalkun panggang,3014,576,302,28
3264,paha kalkun,45727,10292,3626,353
3265,turkey meat leg,16680,2662,1591,148
3266,paneer tikka masala,17186,3738,2534,130
3267,paneer masala,3733,799,282,11
3268,paneer curry,16015,4686,2250,151
3269,indian paneer,23750,4423,1141,83
3270,kari paneer,43740,9634,4126,306
3271,masala keju,35175,7664,3039,156
3272,paneer tikka,35709,12342,7206,553
3273,indian cheese curry,22280,3425,2180,125
3274,horchata,8316,2369,846,71
3275,rice milk drink,36468,12755,5875,244
3276,cinnamon milk,8577,1326,895,51
3277,horchata drink,31874,7124,1936,131
3278,agua de horchata,39476,11936,3723,332
3279,horchata dingin,10151,3495,1529,130
3280,sweet horchata,25932,6615,2821,144
3281,mexican milk drink,1428,539,251,15
3282,gyoza (5 pcs),45768,8627,4583,262
3283,gyoza dumpling,2488,726,291,12
3284,dumpling jepang,7150,2719,982,61
3285,gyoza ayam,42035,6893,4220,245
3286,gyoza goreng,526,179,100,6
3287,japanese dumpling,29344,6536,4168,156
3288,gyoza isi daging,22143,7829,3281,323
3289,5 pcs gyoza,11883,3918,1927,158
3290,grilled chicken rice bowl,33479,7898,3569,151
3291,chicken rice bowl,20464,3961,1248,62
3292,rice bowl ayam,3861,1255,490,26
3293,ayam panggang rice,25798,5547,3313,150
